#纬度,经度,学校,省份,层次,全国热度排名,类别,类别排名,网址,学校抓取编码
34.78725867,113.8014006,华北水利水电大学,河南,普通本科,86,理工类,37,http://gkcx.eol.cn/schoolhtm/schoolTemple/school464.htm,464
24.51338242,117.6517319,闽南师范大学,福建,普通本科,529,师范类,53,http://gkcx.eol.cn/schoolhtm/schoolTemple/school476.htm,476
38.10326734,102.4576246,甘肃中医药大学,甘肃,普通本科,769,医药类,81,http://gkcx.eol.cn/schoolhtm/schoolTemple/school498.htm,498
36.06422553,103.8233054,兰州财经大学,甘肃,普通本科,379,综合类,763,http://gkcx.eol.cn/schoolhtm/schoolTemple/school500.htm,500
26.90282593,106.7349961,贵州医科大学,贵州,普通本科,495,医药类,39,http://gkcx.eol.cn/schoolhtm/schoolTemple/school515.htm,515
26.4701653,106.6763275,贵州民族大学,贵州,普通本科,631,民族类,9,http://gkcx.eol.cn/schoolhtm/schoolTemple/school516.htm,516
26.6207414,106.7287241,贵州财经大学,贵州,普通本科,464,财经类,45,http://gkcx.eol.cn/schoolhtm/schoolTemple/school520.htm,520
40.81729743,111.6799544,内蒙古医科大学,内蒙古,普通本科,525,医药类,43,http://gkcx.eol.cn/schoolhtm/schoolTemple/school525.htm,525
40.86265975,111.6365412,内蒙古财经大学,内蒙古,普通本科,378,财经类,40,http://gkcx.eol.cn/schoolhtm/schoolTemple/school529.htm,529
36.63287227,117.0313361,山东财经大学,山东,普通本科,107,财经类,12,http://gkcx.eol.cn/schoolhtm/schoolTemple/school535.htm,535
24.33421027,109.4551551,广西科技大学,广西,普通本科,421,综合类,756,http://gkcx.eol.cn/schoolhtm/schoolTemple/school536.htm,536
36.80043666,118.0643039,齐鲁工业大学,山东,普通本科,183,理工类,85,http://gkcx.eol.cn/schoolhtm/schoolTemple/school547.htm,547
39.94059026,116.3476034,北京建筑大学,北京,普通本科,301,理工类,125,http://gkcx.eol.cn/schoolhtm/schoolTemple/school572.htm,572
23.44579846,113.1880671,广州工商学院,广东,普通本科,1102,财经类,99,http://gkcx.eol.cn/schoolhtm/schoolTemple/school633.htm,633
38.00236653,114.4627488,河北外国语学院,河北,普通本科,889,语言类,19,http://gkcx.eol.cn/schoolhtm/schoolTemple/school748.htm,748
45.88186058,126.5131943,哈尔滨信息工程学院,黑龙江,普通本科,1993,理工类,632,http://gkcx.eol.cn/schoolhtm/schoolTemple/school763.htm,763
45.29094666,130.9755066,黑龙江工业学院,黑龙江,普通本科,1247,综合类,328,http://gkcx.eol.cn/schoolhtm/schoolTemple/school765.htm,765
47.30912488,123.9716608,齐齐哈尔工程学院,黑龙江,普通本科,1692,综合类,434,http://gkcx.eol.cn/schoolhtm/schoolTemple/school767.htm,767
30.89591237,103.6015908,成都东软学院,四川,普通本科,1080,理工类,325,http://gkcx.eol.cn/schoolhtm/schoolTemple/school770.htm,770
30.5854347,104.2837321,四川旅游学院,四川,普通本科,1196,综合类,317,http://gkcx.eol.cn/schoolhtm/schoolTemple/school782.htm,782
30.55647194,114.252075,武汉商学院,湖北,普通本科,1036,财经类,94,http://gkcx.eol.cn/schoolhtm/schoolTemple/school815.htm,815
40.18238152,116.170145,北京吉利学院,北京,普通本科,746,理工类,234,http://gkcx.eol.cn/schoolhtm/schoolTemple/school822.htm,822
28.68191541,115.9738538,江西科技学院,江西,普通本科,321,综合类,82,http://gkcx.eol.cn/schoolhtm/schoolTemple/school869.htm,869
34.7944522,113.6584245,铁道警察学院,河南,普通本科,834,政法类,20,http://gkcx.eol.cn/schoolhtm/schoolTemple/school886.htm,886
27.63278137,113.8832074,萍乡学院,江西,普通本科,1401,综合类,791,http://gkcx.eol.cn/schoolhtm/schoolTemple/school888.htm,888
29.30947475,117.2181507,景德镇学院,江西,普通本科,1365,综合类,352,http://gkcx.eol.cn/schoolhtm/schoolTemple/school889.htm,889
28.73805509,115.7471024,江西应用科技学院,江西,普通本科,1737,综合类,448,http://gkcx.eol.cn/schoolhtm/schoolTemple/school928.htm,928
27.78169945,114.8523053,江西工程学院,江西,普通本科,1681,理工类,531,http://gkcx.eol.cn/schoolhtm/schoolTemple/school957.htm,957
23.09431285,113.4018742,广州航海学院,广东,普通本科,823,理工类,247,http://gkcx.eol.cn/schoolhtm/schoolTemple/school967.htm,967
23.07924569,112.4477143,广东理工学院,广东,普通本科,1755,理工类,555,http://gkcx.eol.cn/schoolhtm/schoolTemple/school977.htm,977
30.21469611,115.0324371,湖北理工学院,湖北,普通本科,537,理工类,191,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1026.htm,1026
22.84675125,108.3245408,广西中医药大学,广西,普通本科,675,医药类,69,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1034.htm,1034
31.05359615,121.2131334,上海视觉艺术学院,上海,普通本科,1275,艺术类,26,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1469.htm,1469
31.22829073,121.4643718,文华学院,湖北,普通本科,398,理工类,157,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1077.htm,1077
30.42326635,114.3236696,汉口学院,湖北,普通本科,927,综合类,246,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1105.htm,1105
34.86595503,113.6120612,郑州财经学院,河南,普通本科,785,财经类,70,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1125.htm,1125
30.35552196,114.3418047,武汉工程科技学院,湖北,普通本科,595,理工类,204,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1144.htm,1144
30.56486029,114.3536223,武昌理工学院,湖北,普通本科,777,综合类,199,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1157.htm,1157
30.42819112,114.3233856,武汉东湖学院,湖北,普通本科,689,综合类,179,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1159.htm,1159
41.62160011,122.7535916,辽宁理工学院,辽宁,普通本科,771,综合类,195,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1166.htm,1166
39.52221863,116.3186376,北京黄埔大学,北京,其它,1785,综合类,463,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1174.htm,1174
31.85842372,117.2673437,安徽中医药大学,安徽,普通本科,681,医药类,70,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1196.htm,1196
32.16829567,114.1303575,信阳农林学院,河南,普通本科,1551,农林类,52,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1203.htm,1203
22.33821006,114.1873289,香港城市大学,香港,普通本科,1059,综合类,280,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1221.htm,1221
38.97355884,121.3371543,辽宁警察学院,辽宁,普通本科,1018,政法类,26,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1212.htm,1212
22.29358599,114.1861241,香港教育大学,香港,普通本科,1874,综合类,484,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2602.htm,2602
22.1970454,113.5629633,澳门理工学院,澳门,普通本科,1326,理工类,395,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1272.htm,1272
29.9754279,106.4118723,重庆人文科技学院,重庆,普通本科,587,综合类,147,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1232.htm,1232
22.69223363,114.2171938,香港中文大学,香港,普通本科,753,综合类,192,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1220.htm,1220
22.03552165,110.9756054,茂名学院高州师范分院,广东,普通本科,1886,师范类,179,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1295.htm,1295
39.29620948,106.9253972,海南热带海洋学院,海南,普通本科,68,综合类,35,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1249.htm,1249
22.28339721,114.1813086,香港演艺学院,香港,普通本科,1859,艺术类,51,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1270.htm,1270
43.54213545,125.6764015,长春科技学院,吉林,普通本科,943,综合类,251,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1274.htm,1274
25.24533642,102.9982439,昆明医科大学海源学院,云南,独立学院,641,医药类,62,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1277.htm,1277
35.09396387,113.4381804,黄河交通学院,河南,普通本科,1206,理工类,368,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1307.htm,1307
45.86228116,126.5572114,黑龙江外国语学院,黑龙江,普通本科,788,语言类,16,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1328.htm,1328
18.33412062,109.5661047,三亚学院,海南,普通本科,451,综合类,111,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1329.htm,1329
36.05308066,103.9220218,兰州财经大学长青学院,甘肃,独立学院,1219,财经类,114,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1331.htm,1331
30.3193688,120.3801393,浙江水利水电学院,浙江,普通本科,1371,理工类,417,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1364.htm,1364
39.98366073,116.3538168,北京文理研修学院,北京,其它,2560,,--,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1368.htm,1368
30.36748094,102.8991597,四川工商学院,四川,普通本科,523,综合类,129,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1395.htm,1395
40.00622288,116.8109994,燕京理工学院,河北,普通本科,323,理工类,133,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1398.htm,1398
43.82363108,125.2867534,长春建筑学院,吉林,普通本科,754,理工类,236,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1409.htm,1409
29.15949412,119.9572024,浙江第二师范学院,浙江,普通本科,2209,师范类,196,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2605.htm,2605
39.69435136,116.0732814,中国信息大学,北京,普通本科,749,综合类,191,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1462.htm,1462
39.9431961,116.1967541,北京高等秘书研修学院,北京,其它,2594,,--,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1463.htm,1463
29.51679386,106.5838065,重庆第二师范学院,重庆,普通本科,970,师范类,122,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1489.htm,1489
36.63287227,117.0313361,山东财经大学东方学院,山东,独立学院,802,综合类,208,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1540.htm,1540
32.04862441,120.815647,南通理工学院,江苏,普通本科,2033,综合类,722,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1544.htm,1544
39.09217849,121.8382387,大连财经学院,辽宁,独立学院,596,财经类,488,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1549.htm,1549
30.58108413,114.3162001,武汉设计工程学院,湖北,独立学院,1001,综合类,260,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1557.htm,1557
26.90282593,106.7349961,贵州商学院,贵州,普通本科,1139,其它,103,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1564.htm,1564
43.90947388,125.2319125,吉林建筑大学城建学院,吉林,独立学院,965,理工类,287,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1620.htm,1620
37.89002859,112.5793547,太原学院,山西,普通本科,1547,综合类,404,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1642.htm,1642
37.62904062,112.5811965,山西应用科技学院,山西,普通本科,2115,综合类,721,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1669.htm,1669
41.92937186,123.4228175,辽宁传媒学院,辽宁,普通本科,1416,艺术类,35,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1701.htm,1701
36.05825983,103.7532589,兰州工业学院,甘肃,普通本科,898,理工类,266,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1707.htm,1707
36.07077393,103.9038044,兰州文理学院,甘肃,普通本科,1129,综合类,297,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1711.htm,1711
25.28942538,110.3776072,桂林航天工业学院,广西,普通本科,1255,理工类,382,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1731.htm,1731
22.75544323,108.4596603,南宁学院,广西,普通本科,1544,理工类,474,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1762.htm,1762
24.94941279,118.5929112,泉州信息工程学院,福建,普通本科,2316,理工类,753,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1909.htm,1909
26.0471255,119.3302211,福州理工学院,福建,普通本科,1752,理工类,454,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1913.htm,1913
30.46669188,114.0935007,湖北商贸学院,湖北,独立学院,790,财经类,71,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1966.htm,1966
30.49125405,114.2919615,武昌工学院,湖北,普通本科,1090,综合类,329,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1967.htm,1967
28.26188846,113.0899399,长沙师范学院,湖南,普通本科,1413,师范类,154,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1990.htm,1990
28.32589061,113.092285,湖南信息学院,湖南,普通本科,2050,理工类,653,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2038.htm,2038
28.99487437,111.7002941,湖南应用技术学院,湖南,普通本科,2275,综合类,578,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2039.htm,2039
26.91772109,112.5105759,湖南交通工程学院,湖南,普通本科,1623,理工类,511,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2040.htm,2040
23.30884668,113.5747152,广州商学院,广东,普通本科,1375,综合类,355,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2055.htm,2055
23.43831987,113.1783524,华南理工大学广州学院,广东,独立学院,715,综合类,768,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2059.htm,2059
23.26127225,113.7850278,广东财经大学华商学院,广东,独立学院,718,财经类,66,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2060.htm,2060
43.75189167,87.64281684,新疆警察学院,新疆,普通本科,1716,政法类,48,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2068.htm,2068
36.1052149,120.3844282,青岛恒星科技学院,山东,普通本科,2084,综合类,527,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2141.htm,2141
36.47821793,115.9937196,山东现代学院,山东,普通本科,1766,其它,456,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2150.htm,2150
37.46357831,118.5243226,山东华宇工学院,山东,普通本科,1970,理工类,624,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2154.htm,2154
25.09147332,102.6555488,云南经济管理学院,云南,普通本科,1940,财经类,195,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2184.htm,2184
31.5809065,120.2320543,无锡太湖学院,江苏,普通本科,1126,综合类,295,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2222.htm,2222
34.12063531,108.5976676,西安交通工程学院,陕西,普通本科,1782,理工类,563,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2260.htm,2260
38.25394524,106.2422585,银川能源学院,宁夏,普通本科,1988,理工类,629,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2289.htm,2289
38.86493293,117.4742432,天津外国语学院滨海外事学院,天津,独立学院,1347,语言类,28,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2296.htm,2296
43.88110126,125.4481213,长春光华学院,吉林,普通本科,878,综合类,233,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2313.htm,2313
43.79553803,125.4210052,长春财经学院,吉林,普通本科,691,财经类,64,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2314.htm,2314
41.63013212,123.5427686,沈阳城市学院,辽宁,普通本科,1222,综合类,319,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2337.htm,2337
38.78961502,121.1605448,大连科技学院,辽宁,普通本科,969,理工类,290,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2338.htm,2338
41.68305386,123.4225898,沈阳城市建设学院,辽宁,普通本科,830,理工类,249,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2343.htm,2343
41.92088694,123.7272228,辽宁何氏医学院,辽宁,普通本科,1510,医药类,132,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2346.htm,2346
36.01027683,103.9699932,兰州财经大学陇桥学院,甘肃,独立学院,1284,财经类,122,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2360.htm,2360
24.37446203,109.5370961,广西科技大学鹿山学院,广西,独立学院,1334,理工类,400,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2368.htm,2368
22.84868388,108.3246752,广西中医药大学赛恩斯新医药学院,广西,独立学院,1256,医药类,112,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2372.htm,2372
30.26207529,119.7355391,浙江农林大学暨阳学院,浙江,独立学院,1410,农林类,49,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2387.htm,2387
28.00283759,120.6906347,温州医科大学仁济学院,浙江,独立学院,1216,医药类,109,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2388.htm,2388
30.29177844,120.117551,浙江财经大学东方学院,浙江,独立学院,1353,财经类,129,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2396.htm,2396
31.61124925,117.6028794,安徽建筑大学城市建设学院,安徽,独立学院,1400,理工类,427,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2412.htm,2412
28.6564666,115.877842,江西中医药大学科技学院,江西,普通本科,1253,医药类,111,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2434.htm,2434
27.75725844,115.6760824,江西科技师范大学理工学院,江西,独立学院,1557,理工类,482,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2438.htm,2438
30.93878711,113.9129539,湖北工程学院新技术学院,湖北,独立学院,1714,综合类,445,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2460.htm,2460
30.82843039,103.9936132,四川传媒学院,四川,普通本科,948,艺术类,11,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2494.htm,2494
30.61519798,104.1704488,成都文理学院,四川,普通本科,886,综合类,237,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2496.htm,2496
30.83580601,103.5812139,四川外国语大学成都学院,四川,独立学院,1019,语言类,21,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2497.htm,2497
31.42686908,104.7670795,四川文化艺术学院,四川,普通本科,1236,艺术类,23,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2500.htm,2500
36.24632997,120.0264458,青岛工学院,山东,普通本科,936,其它,488,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2514.htm,2514
36.68169356,117.5513125,齐鲁理工学院,山东,普通本科,831,综合类,217,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2517.htm,2517
45.87183539,126.5367781,哈尔滨远东理工学院,黑龙江,普通本科,1530,理工类,470,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2530.htm,2530
45.88182606,126.5475353,哈尔滨华德学院,黑龙江,普通本科,1519,理工类,464,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2531.htm,2531
47.35659164,128.0474137,黑龙江工商学院,黑龙江,独立学院,1201,理工类,40,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2532.htm,2532
45.66123216,126.6649107,哈尔滨剑桥学院,黑龙江,普通本科,1437,综合类,372,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2533.htm,2533
45.8808121,126.5571753,哈尔滨广厦学院,黑龙江,普通本科,1635,综合类,422,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2534.htm,2534
45.88456187,126.4984463,黑龙江财经学院,黑龙江,普通本科,953,财经类,83,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2537.htm,2537
34.20070951,117.1797311,江苏师范大学科文学院,江苏,独立学院,1252,综合类,330,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2552.htm,2552
31.89984467,120.5775158,江苏科技大学苏州理工学院,江苏,独立学院,1191,综合类,315,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2554.htm,2554
26.61983054,106.7268421,贵州财经大学商务学院,贵州,独立学院,1170,财经类,109,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2573.htm,2573
26.4701653,106.6763275,贵州民族大学人文科技学院,贵州,独立学院,1644,民族类,15,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2574.htm,2574
28.27311754,108.1268634,贵州医科大学神奇民族医药学院,贵州,独立学院,1503,医药类,130,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2575.htm,2575
39.93516572,116.3064423,北京自修大学,北京,其它,2601,综合类,677,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2594.htm,2594
39.95742294,116.2310198,北京应用技术大学,北京,其它,2626,综合类,681,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2596.htm,2596
22.16687203,113.5695343,澳门大学,澳门,普通本科,1118,综合类,294,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2810.htm,2810
22.20411799,113.5575191,澳门旅遊学院,澳门,普通本科,2201,综合类,555,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2811.htm,2811
22.53885987,113.9501671,香港科技大学,香港,普通本科,1545,理工类,475,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1233.htm,1233
32.07651832,118.8208434,南京人口管理干部学院,江苏,普通本科,1281,综合类,334,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2618.htm,2618
35.24171236,113.230804,解放军空军勤务学院,江苏,普通本科,1759,军事类,32,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2620.htm,2620
39.93208654,116.485099,东方文化艺术学院,北京,其它,2697,艺术类,102,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2806.htm,2806
22.28750244,114.1492678,香港大学,香港,普通本科,882,综合类,235,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1234.htm,1234
35.24171236,113.230804,解放军海军航空兵学院,辽宁,普通本科,2430,军事类,52,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2831.htm,2831
30.52836168,114.3601214,华北理工大学轻工学院,河北,独立学院,1568,理工类,487,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2833.htm,2833
22.9775035,113.7610456,广东科技学院,广东,普通本科,1145,综合类,302,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2835.htm,2835
30.52836168,114.3601214,华北理工大学冀唐学院,河北,独立学院,1729,医药类,152,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2847.htm,2847
36.66199957,117.5111831,山东财经大学燕山学院,山东,独立学院,1368,财经类,131,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2966.htm,2966
30.59753667,114.2142635,武警警官学院,四川,普通本科,1311,军事类,26,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2995.htm,2995
28.42556804,117.9834693,江西医学高等专科学校,江西,高职高专,2296,医药类,179,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2891.htm,2891
35.24171236,113.230804,解放军军事经济学院,湖北,普通本科,1866,军事类,33,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2893.htm,2893
41.92805308,123.4112544,沈阳航空工业学院北方科技学院,辽宁,其它,2686,理工类,871,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2896.htm,2896
45.77322463,126.6577169,解放军空军哈尔滨飞行学院,黑龙江,普通本科,2563,军事类,57,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2982.htm,2982
35.24171236,113.230804,解放军后勤学院,北京,普通本科,2523,军事类,55,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2974.htm,2974
35.24171236,113.230804,解放军国防信息学院,湖北,普通本科,2461,军事类,54,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2975.htm,2975
35.24171236,113.230804,解放军海军陆战学院,广东,普通本科,2280,军事类,45,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2979.htm,2979
35.24171236,113.230804,解放军空军西安飞行学院,陕西,普通本科,2442,军事类,53,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2986.htm,2986
35.24171236,113.230804,解放军西安政治学院,陕西,普通本科,2088,军事类,39,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2991.htm,2991
35.24171236,113.230804,解放军边防学院,陕西,普通本科,2381,军事类,50,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2992.htm,2992
22.30708378,114.1910588,香港理工大学,香港,普通本科,1231,理工类,376,http://gkcx.eol.cn/schoolhtm/schoolTemple/school1287.htm,1287
39.98833298,116.4330931,北京服装学院国际学院,北京,其它,2726,艺术类,103,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3054.htm,3054
39.97249097,116.357112,中国政法大学继续教育学院,北京,普通本科,2502,综合类,647,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3059.htm,3059
39.97086005,116.3597327,中国政法大学司法考试学院,北京,普通本科,2639,政法类,72,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3071.htm,3071
39.97531574,116.3645078,华南师范大学凤凰国际学院,广东,普通本科,2360,艺术类,83,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3082.htm,3082
22.15513989,113.5795827,澳门科技大学,澳门,普通本科,1640,综合类,424,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2809.htm,2809
22.30105382,114.186248,香港浸会大学,香港,普通本科,2069,综合类,521,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2626.htm,2626
22.41338092,113.9952146,香港岭南大学,香港,普通本科,2312,综合类,586,http://gkcx.eol.cn/schoolhtm/schoolTemple/school2619.htm,2619
28.22177617,112.9915863,中南大学继续教育学院,湖南,普通本科,2606,综合类,678,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3081.htm,3081
39.92540187,116.597654,北京科技大学继续教育学院,北京,普通本科,2698,理工类,874,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3084.htm,3084
39.97873959,116.3618485,北京电影学院继续教育学院,北京,普通本科,2612,艺术类,95,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3131.htm,3131
39.90152105,116.664183,北京物资学院继续教育学院,北京,普通本科,2700,财经类,247,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3132.htm,3132
22.2891453,114.1646191,香港公开大学,香港,普通本科,2719,综合类,--,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3007.htm,3007
22.3651452,114.1253206,香港珠海学院,香港,普通本科,2720,理工类,886,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3008.htm,3008
37.17351809,122.5211201,哈尔滨理工大学荣成校区,山东,,2833,,--,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3226.htm,3226
23.05498223,113.7795192,广东以色列理工学院,广东,中外合作办学,2848,理工类,900,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3241.htm,3241
43.83986622,125.3317953,恒生管理学院,香港,中外合作办学,2849,其它,505,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3242.htm,3242
22.2893306,114.2093261,香港树仁大学,香港,普通本科,2850,其它,504,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3243.htm,3243
22.20411799,113.5575191,澳门城市大学,澳门,中外合作办学,2851,其它,503,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3244.htm,3244
31.28617496,121.4863871,上海财经大学国际银行金融学院,上海,,2853,,--,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3246.htm,3246
43.77162884,87.62503898,新疆大学软件学院,新疆,普通本科,2857,理工类,924,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3250.htm,3250
22.54605355,114.0259737,深圳北理莫斯科大学,广东,中外合作办学,2858,综合类,795,http://gkcx.eol.cn/schoolhtm/schoolTemple/school3251.htm,3251
22.98839064,113.1238798,广东职业技术学院,广东,高职高专,911,理工类,273,http://gkcx.eol.cn/schoolhtm/schoolTemple/school612.htm,612
31.24916171,121.4878995,上海兴伟学院,上海,高职高专,2023,综合类,511,http://gkcx.eol.cn/schoolhtm/schoolTemple/school684.htm,684
31.24916171,121.4878995,上海工商职业技术学院,上海,高职高专,1780,理工类,562,http://gkcx.eol.cn/schoolhtm/schoolTemple/school685.htm,685
38.17731231,114.4452846,石家庄工程职业学院,河北,高职高专,1927,理工类,609,http://gkcx.eol.cn/schoolhtm/schoolTemple/school750.htm,750
38.17461862,114.4444066,石家庄财经职业学院,河北,高职高专,1430,财经类,139,http://gkcx.eol.cn/schoolhtm/schoolTemple/school754.htm,754
